	freq	pmi	t-score	trigram	xi square	z-score
29	34	19.061693043449345	5.830934829958984	хотя бы_adv один_a	3.363102418229494e+29	3408.4444240029475
30	34	10.058910912150443	5.822197807704713	число_s делиться_v на_pr	2.63989258426232e+30	150.26272240625877
31	34	11.159605841766364	5.826869935495347	уравнение_s с_pr неизвестный_a	6.024641843997679e+29	220.2270775173312
32	34	14.819657111359843	5.83062898338571	а_s т_s о_pr	9.493299690283179e+29	783.5079501290152
33	33	9.181414517580006	5.728718052636636	непрерывный_a в_pr точка_s	1.292407335093618e+31	109.08006221382324
34	32	9.585560225602771	5.645063561391018	матрица_s линейный_a оператор_s	6.086752574185782e+30	123.64790298046005
35	31	11.963052855695512	5.565531055904036	в_pr координатный_a форма_s	2.9593957514679944e+29	277.8899416296727
36	31	11.688662051420893	5.565063215483705	линейный_a алгебра_s аналитический_a	4.539917753242614e+30	252.6599394716479
37	31	13.709607179662353	5.567098809022658	алгебра_s аналитический_a геометрия_s	1.2412690651002537e+31	509.1875389966078
38	30	10.617945943744122	5.471644141983715	существовать_v такой_a что_conj	4.491773704766193e+30	171.40571484550776
39	30	14.258664986230198	5.476778088401556	декартовый_a система_s координата_s	5.980344728316968e+30	605.9201791551748
40	30	9.701879594669165	5.4666936157991985	в_pr сила_s теорема_s	1.2728709497522653e+30	124.66669978806087
41	30	10.232932579077593	5.469936938534612	линейный_a зависимость_s в_pr	5.470288122519852e+29	149.94758890739058
42	30	11.238614796268132	5.473595582122287	в_pr евклидов_a пространство_s	1.1587451984676034e+30	212.6180498456016
43	29	8.884077801367203	5.366911968598635	решение_s система_s линейный_a	5.584584011256855e+30	92.18468270941717
44	29	10.186282958714687	5.377763173251641	функция_s непрерывный_a на_pr	9.888161372976948e+29	145.05655955231973
45	28	9.987973248088924	5.2831580362762605	тогда_adv в_pr сила_s	3.2135938526007716e+30	133.03953438012178
46	28	8.475384185850258	5.2676937147200125	плоскость_s в_pr пространство_s	1.725513657596711e+30	78.53084854877993
47	27	11.87985345816269	5.1939444435861715	операция_s с_pr он	3.080708472399664e+29	251.96531442803644
48	27	12.044419895586008	5.194182471232665	непрерывный_a на_pr отрезок_s	2.988030636545981e+30	266.76594002119623
49	26	13.044164967079716	5.098052779431055	скалярный_a произведение_s вектор_s	1.9464263534462984e+30	370.24920230974254
50	26	10.414659780876194	5.093037229954057	второй_a порядок_s на_pr	1.3683627310241308e+30	148.69168659457566
51	26	9.854656147051461	5.090199994760747	порядок_s на_pr плоскость_s	3.6657311675734846e+30	122.39276248660065
52	25	16.612503472557133	4.999920087729322	представить_v в виде_pr	7.100302373135755e+30	1250.6659605218822
53	25	18.968719415731144	4.999984392914987	γ_γ γ_γ γ_γ	4.6617601407852045e+29	2830.041166233812
54	25	5.933857448365156	4.869019622579163	в_pr точка_s если_conj	4.510781169428438e+30	30.083156859297805
55	25	7.955845492341885	4.9677501881378685	базис_s в_pr который_a	2.072214607489619e+30	61.85590394461229
56	25	10.257260989903534	4.993457675397897	в_pr ортонормированный_a базис_s	1.7090617329951543e+30	138.04488879719065
57	25	13.946720979915458	4.999492899588043	полярный_a система_s координата_s	5.759189031502659e+30	496.4368101636263
58	25	14.327466463840462	4.999610526286011	интегрировать_partcp на_pr отрезок_s	2.43365959623042e+30	566.476763296149
59	24	16.42152873230194	4.898890106006246	остаток_s от_pr деление_s	1.7575130587693603e+29	1146.9154450835933
60	24	15.466146942253225	4.898806170311935	записать_v в виде_pr	7.081570773300131e+30	823.6158051253808
61	24	11.10987264884143	4.895429668110445	задача_s показать_v что_conj	1.6504208729601667e+30	181.86143582689047
62	24	13.660412850388003	4.898373563296262	фундаментальный_a система_s решение_s	2.7383041092135996e+29	440.44963611674456
63	24	12.430652993448994	4.897558428497599	матрица_s переход_s от_pr	1.0691273062250975e+30	287.55880931776926
64	24	13.096915596272	4.898084024947687	переход_s от_pr один_a	3.8617919756659396e+29	362.2895406203928
65	24	11.537607069100346	4.8963404506881965	дифференциальный_a уравнение_s порядок_s	9.251736646659263e+29	210.9608432911176
66	24	13.15357354631763	4.898118510155428	некоторый_a окрестность_s точка_s	7.285317070416269e+29	369.4764183010979
67	23	12.141507899801136	4.794131671108622	найтись_v такой_a что_conj	4.4737316474309714e+30	254.64569322567212
68	23	14.676184270659457	4.795538165576382	проходить_partcp через_pr точка_s	4.1823597891341666e+29	613.1553723397797
69	23	10.018134358896647	4.788425069983668	дифференцировать_partcp в_pr точка_s	1.266823985824999e+31	121.84830989303457
70	23	12.381146353766546	4.794391820676272	пусть_part функция_s определить_partcp	6.698973857695246e+29	276.7126941599836
71	23	14.725151741400854	4.795547955542464	глава_s преобразование_s плоскость_s	2.863365733259342e+29	623.651201201085
72	23	14.869262465296558	4.795574912343096	глава_s линейный_a зависимость_s	4.478394679545167e+29	655.5940897655654
73	22	13.450407461973535	4.6897447319575045	см также_adv доказать_v	6.668981850585908e+29	392.0889442366809
74	22	17.058845091753987	4.69036074336989	представимый_a в виде_pr	7.044597754958906e+30	1369.5113022661799
75	22	17.236249403582722	4.6903671091818016	π_π π_π π_π	5.780036112132852e+29	1456.358248088408
76	22	8.868195755254996	4.6743417686396045	если_conj для_pr любой_a	3.895418436355588e+30	79.84804187741403
77	22	15.499079670320846	4.690253568069748	в качестве_pr пример_s	3.2060206802931116e+29	797.6045227097212
78	22	10.57631343738096	4.685496168041615	вектор_s линейный_a операция_s	2.1769330700387145e+29	144.67607684546766
79	22	10.495572590419897	4.685212991539052	линейный_a операция_s с_pr	3.889956700897829e+29	140.67527311422933
80	22	11.309819254322058	4.687456917553067	теорема_s доказать_partcp теорема_s	1.0635291825517785e+30	186.63025614863108
81	22	11.218349191531317	4.687263245655366	л_sв_pr система_s линейный_a	4.450421799331767e+30	180.79919467539682
82	22	15.822591512843733	4.69028614878175	л_sв_pr евклидов_a пространство_s	1.0474555969370231e+30	892.2447659591568
83	21	15.9165022809715	4.5824570442435135	основной_a теорема_s арифметика_s	1.3152236140978219e+29	900.5711939905462
84	21	12.165066451967396	4.580977738056422	при_pr переход_s от_pr	7.273527749769368e+29	245.3185981794727
85	21	10.562791341995366	4.577723950361898	базис_s к_pr базис_s	2.7977476454215664e+29	140.6874824997279
86	21	9.632198443919446	4.573327982730805	прямой_a на_pr плоскость_s	3.7570963889696863e+30	101.80521346646309
87	21	6.498011486806406	4.5013826941417765	точка_s в_pr который_a	2.0019727331590885e+30	33.81749731471576
88	21	9.522317393322538	4.572596125643371	в_pr окрестность_s точка_s	7.847062829445233e+29	97.98548989150929
89	21	9.526133528703664	4.572622488154389	функция_s определить_partcp в_pr	2.3913993825061896e+29	98.11573413309063
90	21	11.207818524039146	4.579473097723066	л_sв_pr вектор_s линейный_a	2.542644566775869e+29	175.9979605863804
91	21	14.209282962570875	4.582188263771738	доказать_partcp аналитический_a геометрия_s	1.2176619841225423e+31	498.34541324212296
92	21	16.866934091315578	4.582514295875503	элемент_s тензорный_a исчисление_s	1.2025928444773842e+29	1251.9232907391838
93	20	8.522469260849615	4.452659880446566	что_conj при_pr любой_a	1.2769792456919758e+30	67.4724231385893
94	20	11.076423358223046	4.4688194195977475	число_s от_pr до_pr	3.689580029886877e+29	164.09977508264186
95	20	9.78129299492237	4.4639972046854846	б_part доказать_v что_conj	2.9281070965687005e+31	104.64116119424726
96	20	7.035121589316256	4.417530291127505	на_pr доказать_v что_conj	2.911409510041193e+31	39.97773541400639
97	20	9.990592157774838	4.465096283412378	в_pr общий_a случай_s	1.9805004398265588e+29	112.5413518651796
98	20	11.586093768151475	4.469806477305715	многочлен_s делиться_v на_pr	2.4612595783166288e+30	195.84700810578636
99	20	14.949846043572045	4.47190966350892	мочь_v быть_v записать_partcp	1.4399126803963437e+30	628.6608408885395
100	20	13.990358562988716	4.471695904280086	можно_adv записать_v в	2.3392264725170366e+29	450.7942761769542
101	20	19.77800026808325	4.472127988840441	λ_λ λ_λ λ_λ	3.1219032801886107e+29	3350.7901809793675
102	20	11.856810063191508	4.47020503255347	решение_s однородный_a система_s	4.697731030187243e+29	215.13076746202577
103	20	12.998829068063936	4.471261005766186	решение_s неоднородный_a система_s	1.71399400831538e+29	319.6657400653778
104	20	18.183535076721583	4.472111898588987	необходимый_a достаточно_adv чтобы_conj	2.2737130203922123e+29	1928.2118465979172
105	20	6.330955115943403	4.383172237599088	на_pr плоскость_s в_pr	2.090446373263606e+30	31.077034839195456
106	20	15.999229513343142	4.472026616698378	прил_s элемент_s тензорный_a	1.0297057210564708e+29	904.4315789505201
107	19	15.834827145533588	4.358779510588166	поставить_partcp в_pr соответствие_s	3.598633755954399e+29	832.7050848366448
108	19	12.149953198529083	4.357362976993763	отсюда_adv следовать_v что_conj	3.1425285595090737e+30	232.12464940685737
109	19	12.14877888391645	4.357361726249708	с_pr один_a сторона_s	1.8198364041252695e+29	232.03013044357115
110	19	10.57092338784106	4.3543099537235666	от_pr базис_s к_pr	3.279647379132575e+29	134.19897338425469
111	19	17.849171020312543	4.358869380694693	зависеть_v от_pr выбор_s	3.0219711389308434e+29	1673.7443918958763
112	19	11.378042255587602	4.356276234551647	собственный_a вектор_s оператор_s	6.459183028002065e+29	177.59419205525876
113	19	15.714843573380355	4.358769153065371	в_pr чем_conj сущность_s	8.703271979538207e+28	798.7867596034918
114	19	13.667499824982954	4.3583624620997385	вопрос_s что_s равный_a	2.6778223303885596e+29	392.85690815779896
115	19	15.680411760283366	4.358766018184891	стремиться_v к_pr нуль_s	2.2696905074764054e+29	789.3107921993636
116	19	11.33212379437424	4.356191415650819	в_pr некоторый_a окрестность_s	4.228151441864284e+29	174.78690233383355
117	19	9.039045002394749	4.345629325022208	теорема_s пусть_part функция_s	7.622191351135917e+29	78.76111584092408
118	19	10.77534683375897	4.354916226016751	квадратичный_a функционал_s в_pr	1.3358795240490844e+30	144.07162438772014
119	18	8.792058021294144	4.227313291061463	число_s мочь_v быть_v	4.314232345244298e+30	70.33125571973896
120	18	8.615249545805224	4.2253148975937265	при_pr условие_s что_conj	1.065245555217977e+29	66.11967193120478
121	18	12.261536834766838	4.241256957658684	иметь_v единственный_a решение_s	1.3515630080696557e+29	234.8481360637959
122	18	10.859579911899218	4.238984046545123	однородный_a система_s линейный_a	4.949518854983013e+30	144.3905502500894
123	18	14.281065193931555	4.2422994057549515	от_pr выбор_s базис_s	1.1747503346737377e+29	473.00219410218955
124	18	11.745519461498594	4.240661950937183	функция_s один_a переменная_s	1.2023530671230735e+29	196.36217427011903
125	18	11.892304845672626	4.240853372154799	функция_s интегрировать_partcp на_pr	2.0450365767354385e+29	206.6192769605391
126	18	8.99680110671632	4.229341209910903	в_pr ортонормированный_a система_s	4.592897875827789e+29	75.53940602109475
127	18	14.853155500493155	4.242411127110986	при_pr аффинный_a преобразование_s	3.821387967934928e+29	576.7435729520448
128	18	12.662337871929783	4.24159259838465	матрица_s квадратичный_a функционал_s	2.64795830118784e+30	269.86592568439875
129	17	25.525112764255528	4.123105488874633	по крайней мере_adv	6.9681204737520235e+28	22640.399249129874
130	17	8.279144030292363	4.101850724724901	такой_a что_conj при_pr	4.3475427946528006e+30	57.12977841551457
131	17	16.47246010534996	4.123033010811609	наибольший_a наименьший_a значение_s	1.0333629499883805e+29	982.4635606106873
132	17	12.537741931734587	4.121995190017962	расстояние_s от_pr точка_s	2.218003198353524e+29	251.17304045773767
133	17	11.499267783919953	4.120824730872334	от_pr точка_s до_pr	1.1384637829303108e+29	175.20389275155722
134	17	10.067734015493684	4.116953292407683	по_pr теорема_s о_pr	7.651530253217036e+29	106.57816678661223
135	17	9.179205145868155	4.111715888758078	умножение_s на_pr число_s	6.245289719746975e+29	78.23092821667336
136	17	11.490652016468447	4.120811068625679	проекция_s вектор_s на_pr	3.6417689102538805e+29	174.6809355291732
137	17	12.658869787011426	4.122084614999258	переход_s от_pr базис_s	3.2677501444335955e+29	261.94734645971283
138	17	7.335045195889882	4.082211478757146	система_s координата_s в_pr	2.1176145851817242e+30	40.989927838641584
139	17	10.745304674206624	4.119259081159661	если_conj ряд_s сходиться_v	1.145673934513013e+30	134.86397624024994
140	17	15.287035023051883	4.122940477476765	равный_a нуль_s одновременно_adv	8.378573020817025e+29	651.4520435448115
141	17	9.700867641379148	4.115171891684852	ортонормированный_a базис_s в_pr	1.5697235092087007e+30	93.81264804671606
142	17	14.249864644812433	4.122766708828298	нелинейный_a зависимость_s в_pr	3.381104630929231e+29	454.7308817025881
143	16	10.19945064408053	3.9945521552433774	из_pr равенство_s следовать_v	1.5562828855133094e+29	108.23948816961378
144	16	7.559277976205941	3.9660377941432863	в_pr целый_a число_s	1.0888073385847571e+30	43.041648758051814
145	16	14.898102806134322	3.9997902077294305	признак_s делимость_s на_pr	1.393052920993481e+29	552.296723556261
146	16	18.209869947415253	3.99997887249393	китайский_a теорема_s об_pr	1.0333914583508356e+29	1740.458112157332
147	16	15.521813953729994	3.9998638449608834	теорема_s об_pr остаток_s	8.724685646186897e+28	685.5803229230233
148	16	8.897722953975384	3.986569759054522	уравнение_s иметь_v корень_s	5.8653304087611666e+29	68.79984527820721
149	16	8.791940239121878	3.9855480125951837	доказать_v что_conj многочлен_s	8.328119051144484e+30	66.30621748170172
150	16	16.20804736487289	3.9999153831452237	отличный_a от_pr нуль_s	1.5892253171255548e+29	869.6657377361352
151	16	13.700227884324322	3.999518733352073	интегрирование_s по_pr часть_s	7.811628678493854e+28	364.6236616550466
152	16	11.73177781882157	3.9981165752180603	в_pr правый_a часть_s	4.296561534191977e+29	184.25161716410932
153	16	6.30277290177456	3.91885876619099	в_pr точка_s тогда_adv	3.765946779099095e+30	27.514954822763425
154	16	19.938250905093437	3.9999936239205067	принимать_v во_pr внимание_s	9.336250937794945e+28	3168.198859110498
155	16	13.878762524328097	3.999574752779224	смешанный_a произведение_s вектор_s	1.2535930778219937e+30	387.90294063646235
156	16	11.693898067320202	3.9980664686326097	тогда_adv м получить_v	1.6264464491111138e+30	181.8462689318752
157	16	10.378286046284138	3.9951872876749137	в_pr декартовый_a система_s	2.700598286251298e+29	115.17870394914854
158	16	9.524172797272197	3.99130031334304	задача_s линейный_a алгебра_s	1.3811178184988543e+31	85.58400315423572
159	16	8.2872260205842	3.9794949093576415	функция_s непрерывный_a в_pr	4.807676894451045e+29	55.58109549902992
160	16	8.641459848846745	3.9839591755616772	функция_s на_pr отрезок_s	2.613995259526759e+30	62.911716147389
161	16	15.004700915817326	3.999805150069675	интеграл_s второй_a род_s	1.3220549259442932e+29	573.084554208014
162	16	11.686029132403515	3.9980558937010007	при_pr замена_s базис_s	1.388326763772802e+29	181.35054009170412
163	16	11.565420000555982	3.9978863796882007	базис_s к_pr другой_a	2.4851074087711605e+29	173.91897051328348
164	16	11.704413511470849	3.9980805104245403	объект_s на_pr плоскость_s	3.5112134201753886e+30	182.51083503418766
165	16	11.417454074685498	3.997658095636078	в_pr унитарный_a пространство_s	2.3090664431854597e+29	165.21560519409582
166	15	10.862737596026053	3.8696526034421623	корень_s квадратный_a уравнение_s	1.163880251471127e+30	131.95451242447385
167	15	17.653616962653476	3.8729532658697625	наибольший_a общий_a делитель_s	7.536959016574984e+28	1389.7085125793994
168	15	7.876682453381459	3.8465937187166825	вектор_s на_pr плоскость_s	3.95288606423055e+30	46.599633701855126
169	15	16.910691603491138	3.8729330047801276	метод_s математический_a индукция_s	1.0308095175098643e+29	1074.2368274322482
170	15	11.680340734210084	3.871093536723747	от_pr деление_s на_pr	2.26720036085206e+29	175.2457393313858
171	15	13.076891976736638	3.8722655284303746	ни_part один_a из_pr	3.4321304199862696e+30	284.43356195960655
172	15	9.371256176701891	3.8636180452441202	также_adv доказать_v что_conj	2.911409510041193e+31	78.56988750852842
173	15	10.449257122300708	3.8685471461976864	делиться_v на_pr доказать_v	9.292612512825435e+29	114.30497935234833
174	15	11.822380367602477	3.8712707308510192	в_pr левый_a часть_s	2.4942740025060433e+29	184.0968857456352
175	15	10.391079863862332	3.868364598732612	с_pr центр_s в_pr	6.989376375248369e+28	112.01807516704608
176	15	10.610287635442425	3.8690156710910313	быть_v говорить_v что_conj	4.777674811180346e+29	120.88022276470915
177	15	12.05632902297525	3.871527101797824	если_conj найтись_v такой_a	3.5608383735991616e+29	199.65858228017308
178	15	15.805952145629787	3.872875081915754	прямой_a проходить_partcp через_pr	3.0362331837163504e+29	732.5102136277329
179	15	6.5838246734794135	3.808325351439648	если_conj если_conj если_conj	3.478076818151145e+29	29.474452230323212
180	15	16.132997413756794	3.8728970414366937	таким образом_adv м	5.599914348812827e+29	820.4296833802256
181	15	12.411678277279659	3.8718450285131643	векторный_a произведение_s вектор_s	1.3631596991799175e+30	225.84424988928214
182	15	9.459890356269863	3.864176098895294	показать_v что_conj если_conj	3.476236514124184e+30	81.03257294454815
183	15	8.20773548338416	3.8520047527111	прямой_a в_pr пространство_s	1.4352326946932476e+30	52.33852090169169
184	15	10.012960683025815	3.86698060757937	решение_s дифференциальный_a уравнение_s	1.717671204116119e+30	98.22456000562497
185	15	5.851485855676329	3.7655650689771982	иметь_v в_pr точка_s	1.2594584876063479e+31	22.610693343218728
186	15	11.152721053430646	3.870259093605853	бесконечный_a число_s элемент_s	9.648554803553507e+28	145.92818044227187
187	15	9.958811711177072	3.866751023994102	условие_s следовать_v что_conj	3.0379967201311906e+30	96.39268436332382
188	15	8.517496161266655	3.8560583292623316	определение_s функция_s называться_v	3.572355442363688e+29	58.33132658663003
189	15	12.312339246300574	3.871763886332878	теорема_s доказать_partcp аналитический_a	8.898529737442358e+29	218.19657138275724
190	15	12.119298154604241	3.8715892951707085	вид_s аналитический_a геометрия_s	1.204361202194059e+31	204.06698981996794
191	15	15.303013420115922	3.8728299251819815	нелинейный_a объект_s на_pr	6.435427641299609e+28	615.3310063401627
192	15	12.335802714962623	3.8717835587794074	оператор_s действовать_partcp в_pr	8.412536244675397e+28	219.97925790437
193	15	13.640516758509666	3.8724976706536927	прикладной_a задача_s линейный_a	6.9681204737520235e+28	345.8126356898564
194	14	10.297842771003294	3.736897355914574	общий_a решение_s система_s	1.4031215116087188e+30	104.77032562983868
195	14	16.660524987420075	3.7415995436728644	представить_partcp в виде_pr	6.903590936286465e+30	951.619929422786
196	14	12.46918100234286	3.7406006378119625	в виде_pr сумма_s	2.0370906954199964e+30	222.58066598998806
197	14	11.227412309601755	3.7391582993208656	число_s см также_adv	1.587274977817912e+30	144.682209861678
198	14	7.607550352034052	3.710934042778517	для_pr любой_a число_s	1.5010030046053654e+30	40.95255502775173
199	14	11.050601564699372	3.738832462620805	при_pr какой_a значение_s	2.105649770965876e+29	136.07069963515528
200	14	6.8965387755773975	3.691364762786741	в_pr каждый_a из_pr	1.3316831550302156e+30	31.83954284570461
201	14	19.234063982252138	3.7416476696188186	алгоритм_s евклид_s основной_a	1.4305891026256967e+29	2321.8028020740803
202	14	15.463990076273994	3.7415248170147613	евклид_s основной_a теорема_s	1.3288886005962856e+29	628.5768835433962
203	14	8.962553957311075	3.7296465917860964	определение_s пусть_part функция_s	8.687203620764557e+29	65.8284779100439
204	14	13.023464383674709	3.740937745761263	к_pr диагональный_a вид_s	1.969906891487237e+29	269.74570408261155
205	14	10.42019423546368	3.7372843985538085	система_s линейный_a алгебраический_a	1.354378118815236e+30	109.31984395181865
206	14	9.6227868033053	3.734057242032688	линейный_a однородный_a уравнение_s	1.5658962679026613e+29	82.85181915475493
207	14	11.795124721499857	3.7399712880908	в_pr трехмерный_a пространство_s	8.709854273229988e+28	176.18088305738502
208	14	12.636441260565462	3.7407163177573626	к_pr канонический_a вид_s	2.0892456583945324e+29	235.87181316511004
209	14	8.911214907147594	3.729211485601596	быть_v иметь_v вид_s	2.688834705085133e+30	64.66002199368364
210	14	10.136731367860795	3.736334966885791	в_pr полярный_a система_s	1.3579662959434399e+29	99.06568494404819
211	14	15.762584162326554	3.7415496016833854	область_s допустимый_a значение_s	1.1069876376477257e+29	697.1145871926373
212	14	16.327331933271715	3.741584516119162	качестве_pr пример_s решить_v	3.279647379132575e+29	847.8347884681024
213	14	14.39785579173186	3.7413798101646267	исследовать_v на_pr сходимость_s	1.2757675468784901e+29	434.3825535469614
214	14	9.22889070185943	3.7316712754085986	тогда_adv для_pr любой_a	3.7680770316320213e+30	72.23325505819987
215	14	7.914022632208106	3.71681398091722	число_s элемент_s множество_s	3.877661455447123e+29	45.61390648224485
216	14	10.48368231923484	3.7374726659524735	из_pr условие_s следовать_v	1.4518198047598268e+29	111.75752856489586
217	14	12.412987604362874	3.740558665007557	откуда_adv следовать_v что_conj	3.1289559384461665e+30	218.2853629296933
218	14	10.173659052840154	3.736469472484468	что_conj аналитический_a геометрия_s	1.2022116197550365e+31	100.3453035517605
219	14	14.162401803562092	3.741330602175743	в_pr нелинейный_a объект_s	8.782182357860415e+28	400.3384519241515
220	14	6.330733678793798	3.667213575218288	линейный_a пространство_s в_pr	2.5192705559701554e+30	25.99883644798134
221	14	7.784121547838993	3.7144732681181556	линейный_a пространство_s линейный_a	2.1363156219582152e+30	43.57843378107206
222	14	17.11902890946038	3.741615292004557	л_sв_pr прикладной_a задача_s	6.179341654873041e+28	1115.519261279464
223	13	16.230535259025583	3.605476182537008	вычет_s по_pr модуль_s	2.5657685978930673e+29	790.0397679234187
224	13	8.174858963898389	3.5855711029907975	равенство_s доказать_v что_conj	2.8984052093113996e+31	48.16644134751921
225	13	7.193881503862953	3.566114366004974	точка_s на_pr плоскость_s	4.0391520651698786e+30	34.09805982240328
226	13	12.061001357425551	3.604199969153288	на_pr один_a прямая_s	1.3168570140257978e+29	186.17347890612945
227	13	6.230196163046866	3.528638042410654	в_pr один_a из_pr	3.792207040171745e+30	24.15974890868881
228	13	11.057925004156886	3.602842893735681	доказать_v равенство_s б_part	2.3866289179818705e+29	131.45473229213468
229	13	14.75720096562965	3.6053427702841097	мочь_v быть_v представить_partcp	1.2602638671720991e+30	474.10438749723136
230	13	9.040990169071241	3.5945898317057075	каждый_a из_pr который_a	8.068174399211848e+29	65.19304999691953
231	13	6.402515548708394	3.5372973296377372	уравнение_s доказать_v что_conj	2.8952046073695562e+31	25.709493610095503
232	13	7.503529982102652	3.573732065432609	определение_s число_s называться_v	9.283434188307456e+29	38.04198152426972
233	13	6.276738577917603	3.5310797235184572	что_conj доказать_v что_conj	2.9016261660722098e+31	24.569604118924488
234	13	6.402515548708394	3.5372973296377372	доказать_v что_conj уравнение_s	8.550345505024387e+30	25.709493610095503
235	13	9.331836424922704	3.5965911454229116	каждый_a из_pr он	1.3054941186784675e+30	72.14724509541622
236	13	8.772409016308686	3.5923468732981907	один_a из_pr он	2.4582399615282762e+30	59.36148154693515
237	13	13.281067993044577	3.6049712098106452	система_s вычет_s по_pr	6.435427641299609e+28	284.21635360259637
238	13	9.831418829579281	3.599213672566032	иметь_v вид_s где_adv	1.452587632574559e+30	85.84815306485815
239	13	13.938631256076118	3.605183543920434	быть_v записать_partcp в	5.9546148063397525e+28	356.9831979566682
240	13	16.124766484699688	3.605470470394828	записать_partcp в виде_pr	6.886782590365491e+30	761.6027049836554
241	13	11.131751404168908	3.602978002160897	точка_s лежать_partcp на_pr	1.4885710862302179e+29	134.86662559626393
242	13	8.076542476928129	3.5841620309855156	точка_s являться_v точка_s	1.1672428973330611e+29	46.53457486922971
243	13	12.2008278340082	3.60432479159307	наименьший_a значение_s функция_s	2.950887686466026e+29	195.42442215284765
244	13	6.745450746367491	3.551737435562454	в_pr каждый_a точка_s	4.628331160928865e+29	29.07232063014672
245	13	6.630972225677252	3.547293291595311	значение_s функция_s в_pr	1.2748570763096985e+30	27.906489654089604
246	13	7.817765686829294	3.579959817982403	показать_v что_conj в_pr	2.580461729238329e+30	42.49291063137067
247	13	14.007789857614284	3.6052007560546535	школа_s в_pr математика_s	9.707643464783377e+28	365.6446774561346
248	13	13.532451848067627	3.605063967992474	в_pr математика_s арифметика_s	6.487686729569136e+28	310.09679543044757
249	13	6.355506177627845	3.5350366839859495	что_conj в_pr случай_s	2.818191918546029e+30	25.277857771969718
250	13	9.439056002337956	3.597232909869144	линейный_a алгебраический_a уравнение_s	1.876290395844678e+29	74.89199405168307
251	13	14.741845456577517	3.6053405391801223	частный_a решение_s неоднородный_a	3.398519471824826e+29	471.58770217039256
252	13	10.831968312849156	3.602383680695415	линейный_a комбинация_s вектор_s	3.6891616805545145e+29	121.53769515175362
253	13	13.885426254609108	3.605169729216985	вектор_s линейно_adv независимый_a	1.0254586743559482e+30	350.4595999704156
254	13	7.568851394215953	3.5751406264435253	такой_a что_conj для_pr	3.818159032097923e+30	38.92836134525258
255	13	13.882855849178272	3.605169048821819	сложение_s умножение_s на_pr	1.7354407677631538e+29	350.14747135549436
