	freq	pmi	t-score	trigram	xi square	z-score
245	19	6.309743921003961	4.240432785837023	<x> предположить_v что_conj	1.3443052082570083e+29	25.721804467525025
278	18	11.904620129566487	4.240254919201542	теорема_s доказать_partcp теорема_s	3.410562448190145e+29	178.8117262337755
277	18	9.637118574157016	4.231153487249603	функция_s определить_partcp в_pr	7.731076039587203e+28	81.31484104264013
266	18	9.167150186289472	4.226730006454141	при_pr условие_s что_conj	3.6465285162470368e+28	69.02052423995346
263	18	8.924976850402231	4.2238219620468636	число_s такой_a что_conj	1.3586451070211455e+30	63.42034956676472
270	18	8.434757305191887	4.216206802796452	сводиться_v к_pr <x>	3.10549999761204e+30	53.41454562053169
271	18	8.24741334064127	4.212541335667385	<x> зависеть_v от_pr	1.2082330701844965e+29	50.01309517711443
227	20	5.198993292179419	4.209652606782295	иметь_v вид_s <x>	4.7938591012910565e+29	17.376122846765192
225	20	5.149801441731813	4.200548328428973	делиться_v на_pr <x>	1.4150893890961701e+31	17.045450929646915
221	20	5.101310548941327	4.191264765825003	<x> определение_s пусть_part	6.290769129452092e+29	16.724340417620166
45	53	2.326339674716885	4.15057642235175	лекция_s <x> <x>	1.4060724594913192e+33	6.3304937156383945
262	18	6.589831654569168	4.147681071989347	<x> совпадать_v с_pr	1.8357478162316222e+29	27.723879857811102
286	17	24.925400281574408	4.123105346638984	по крайней мере_adv	2.4643373811125213e+28	15850.798927498927
294	17	11.803666380189394	4.120619022298303	от_pr точка_s до_pr	3.665198265153653e+28	167.79207272143702
308	17	11.448154961545933	4.119924168236008	если_conj ряд_s сходиться_v	3.0700420707315883e+29	148.31613440846616
295	17	10.210031520372828	4.115600838041637	по_pr теорема_s о_pr	1.8013465781899323e+29	96.46644527034282
293	17	9.439200752463202	4.110300566533057	<x> проходить_partcp через_pr	1.1090218546891724e+29	73.75560298198037
254	19	5.189371287149964	4.101349822529256	система_s <x> с_pr	3.3115984040997993e+30	16.872723049541523
298	17	8.65938553059357	4.101120479338066	если_conj для_pr любой_a	7.724367308022643e+29	56.162971599415535
290	17	8.57167536725536	4.099742402867397	такой_a что_conj при_pr	1.5043946404721235e+30	54.463108507852134
287	17	8.51450518131422	4.0987979915094215	сколько_adv существовать_v <x>	6.925378451416713e+29	53.38231452863014
257	19	4.959762859603899	4.056918307180386	в_pr чем_conj <x>	7.925246458790709e+28	15.413281663173455
180	23	3.7973478424006224	4.052148271401321	<x> для_pr который_a	1.8021703504553586e+30	10.290187462304333
268	18	5.4750125600150525	4.036988689246357	очевидно_adv что_conj <x>	9.113956875237367e+30	18.33619388137686
281	17	6.643647316950458	4.034200453866776	поставить_partcp в_pr <x>	1.3565798272391017e+32	27.47300667118143
305	17	6.559192377869515	4.02884062054591	исследовать_v на_pr <x>	1.2336353089511928e+31	26.645082540603482
284	17	6.148882625200881	3.9978301563323244	в_pr <x> счисление_s	3.574098058486805e+31	22.93525382382295
333	16	11.11806522015222	3.9961200283356964	тогда_adv м получить_v	5.749240706412477e+29	128.3081499503764
313	16	10.271769464354746	3.993024281259409	из_pr равенство_s следовать_v	4.552380789013385e+28	95.61751793301731
314	16	8.363699718687785	3.973819665635183	что_conj при_pr любой_a	3.468120252585316e+29	49.11911755128847
311	16	8.157610163031936	3.969799486528277	<x> в качестве_pr	3.894782749268486e+29	45.68686976754565
301	17	5.515407147608613	3.928766090922291	означать_v что_conj <x>	9.23092136328974e+30	18.096218182507496
329	16	6.6310511335571425	3.9129929618333246	в_pr точка_s тогда_adv	9.759325305051399e+29	26.531504016138403
312	16	6.566923760796714	3.9090382833836492	состоять_v из_pr <x>	1.0388457797496819e+31	25.922124703948782
81	37	2.577574966360841	3.8858479624387265	<x> л_sв_pr <x>	7.699056900445053e+29	6.465909936982792
361	15	15.533284931075674	3.872807270021689	таким образом_adv м	1.9795562947653443e+29	574.3787826025263
345	15	13.574476695410432	3.8722988663752904	ни_part один_a из_pr	1.0558094472841184e+30	291.280462573842
344	15	12.166019742759605	3.8711663733206505	от_pr деление_s на_pr	5.394397802624772e+28	178.72710799152125
352	15	10.711932913686805	3.8680051478339452	с_pr центр_s в_pr	2.471828792422198e+28	107.88815316320535
347	15	10.667630807499306	3.867849906549169	<x> при помощи_pr	2.3214989853108915e+29	106.24003297628744
353	15	10.010575152761303	3.86488862450383	быть_v говорить_v что_conj	1.6893292140920955e+29	84.53933686712385
349	15	9.849544639619584	3.8639327552575886	делиться_v на_pr доказать_v	3.2843136333599985e+29	79.93075330320414
370	15	9.426147072609178	3.8608457606363404	определение_s функция_s называться_v	8.122140821830216e+28	68.96664737433923
348	15	8.864653098412251	3.855070737734461	также_adv доказать_v что_conj	1.02722529754041e+31	56.68599178794324
365	15	8.86017787358874	3.8550150867418473	показать_v что_conj если_conj	1.2280059484706806e+30	56.59732322052451
244	19	4.1484706143709005	3.828988599684882	если_conj существовать_v <x>	7.705273063972578e+29	10.9817429770466
243	19	4.123330796773081	3.8196736739930217	такой_a что_conj <x>	1.092123621940215e+31	10.85999295616384
377	14	16.060812504738955	3.741539377160766	представить_partcp в виде_pr	2.438922882378035e+30	666.2291576636965
405	14	16.036761390522113	3.741537393336807	качестве_pr пример_s решить_v	1.0796622362304176e+29	660.6985475702777
359	15	5.9841121907982915	3.741070208613172	если_conj если_conj если_conj	1.2297607731038417e+29	20.270975478842082
414	14	11.863112233077718	3.7394919222094276	функция_s интегрировать_partcp на_pr	6.635144055164643e+28	155.44224774133497
415	14	11.813275121681752	3.7394158103676913	откуда_adv следовать_v что_conj	1.1057671264472573e+30	152.77735799854472
411	14	11.035582959719088	3.7378144590640714	из_pr условие_s следовать_v	3.334682442079982e+28	116.63224658373116
412	14	10.411176678110406	3.7357332205574245	условие_s следовать_v что_conj	1.0649984926767897e+30	93.88457524731943
404	14	9.294572028516594	3.7288116585924445	быть_v иметь_v вид_s	9.253925298898849e+29	63.6389627855085
256	19	3.8798393153069495	3.72053481351323	в_pr пространство_s <x>	2.0501724729298277e+29	9.722087712825001
92	35	2.5333241919318006	3.7128127347540274	<x> прил_s <x>	3.715962912042824e+29	6.083961911124359
317	16	4.856478213439939	3.70231697969693	формула_s для_pr <x>	1.1206610353479993e+31	13.571459742770752
248	19	3.8302494451745104	3.698210798448773	уравнение_s иметь_v <x>	4.409474679906519e+30	9.49908569200198
382	14	7.506073338175799	3.697281148885725	в_pr каждый_a из_pr	2.801725378120311e+29	33.94995827749357
372	14	7.3842646112225445	3.6933716834632535	лекция_s <x> лекция_s	1.0962424495734975e+30	32.51215399599048
285	17	4.3411578415697605	3.684529060311235	число_s являться_v <x>	2.883371874194027e+30	11.297217900806404
374	14	6.9940066017361495	3.67837280294383	<x> состоять_partcp из_pr	8.324510684484001e+28	28.283867076343782
114	31	2.6591996230647634	3.6674664842364666	<x> в_pr который_a	1.1444292104993785e+31	6.277630293586196
358	15	5.334834901966792	3.6660931127218936	<x> означать_v что_conj	2.11359050250408e+29	15.86194030181138
410	14	6.660376511682254	3.661907404900594	<x> о_pr а_s	4.0213492307702445e+29	25.08268770393109
417	14	6.6127556071698805	3.659231066223194	<x> к_pr другой_a	3.231590052686077e+29	24.654084856151133
413	14	6.145167494696958	3.627678618037718	бесконечно_adv <x> при_pr	1.933271182533215e+30	20.78494279539644
443	13	15.525054002018567	3.6053864195904834	записать_partcp в виде_pr	2.4330036296428722e+30	533.1942338982793
427	13	14.157488482948526	3.605125889978693	мочь_v быть_v представить_partcp	4.453505526329645e+29	331.90587456925795
442	13	13.338918773394996	3.604801041531171	быть_v записать_partcp в	2.105905343399463e+28	249.90145591447634
451	13	12.964131052382642	3.604578485572071	расстояние_s от_pr точка_s	5.213831551282943e+28	219.44758188158008
422	13	11.726944128621247	3.603258035911807	хотя бы_adv <x>	4.797330381260773e+28	142.87508117529921
424	13	11.130243824431101	3.6020833151929352	доказать_v равенство_s б_part	7.769051979442065e+28	116.14553933241574
437	13	10.434162379393399	3.5999328385611435	<x> об_pr остаток_s	2.185017133890418e+28	91.19530551711817
438	13	10.231295540306988	3.599084548694586	иметь_v вид_s где_adv	3.448523435087311e+29	84.98369921462672
260	18	3.8249277499623657	3.597197596387326	<x> <x> арифметика_s	3.535856693295296e+32	9.222601482037689
446	13	9.764289664737086	3.596612721049107	определение_s пусть_part функция_s	3.0381250486676457e+29	72.23469941686116
433	13	9.269993734982478	3.592960131490069	один_a из_pr он	8.157510446517763e+29	60.80028867789925
439	13	9.214193691398304	3.592463595191436	<x> представимый_a в	2.562912172170615e+28	59.62753767938112
342	15	4.888851855684076	3.5911487753293656	каждый_a из_pr <x>	1.0757237239886457e+31	13.312483431032955
459	13	8.925430085152701	3.589563457899182	о_intj а_s <x>	5.8380843121093294e+29	53.90547552438603
440	13	8.883268776579598	3.589089335918234	доказать_v что_conj многочлен_s	2.861142160915632e+30	53.11651895001286
274	18	3.8018368033056764	3.5867838900969047	<x> в_pr пространство_s	1.1368305118659802e+31	9.122604036636632
379	14	5.654593593768986	3.5815167981728573	лежать_v на_pr <x>	1.2336353089511928e+31	17.312041764641645
448	13	7.973676722125937	3.574627287563355	<x> ответ_s указание_s	5.537657515874838e+29	38.59836041379323
449	13	7.281289648496771	3.555579500858718	<x> можно_adv записать_v	6.184729726695529e+29	30.201870810940406
447	13	7.2180532041481715	3.553340416402697	показать_v что_conj в_pr	9.116953828998071e+29	29.5285576690523
418	13	6.887091397819638	3.539877759137036	состоять_partcp из_pr <x>	1.0299504197947355e+31	26.228833003978984
445	13	6.810467484183528	3.536295440988098	пусть_part дать_partcp <x>	6.073366120412077e+28	25.515624130107724
423	13	6.727780881720658	3.532210159469915	в_pr один_a из_pr	1.0513744463209145e+30	24.766156694017987
215	21	3.2330078346154973	3.5317831074174184	<x> в_pr базис_s	1.1217130156358465e+31	7.375480997323418
456	13	6.468128299034922	3.5177479974584815	введение_s в_pr <x>	1.3546230627565646e+32	22.542142849681724
327	16	4.08067931102545	3.4903256195941	<x> следовать_v из_pr	3.744178602609449e+29	9.777988877445821
460	13	6.015616094337417	3.4853994213511896	<x> действовать_partcp в_pr	2.7723921692572555e+28	19.092955236357792
419	13	5.812882198771436	3.4672712468710127	известно_adv что_conj <x>	8.976886796564708e+30	17.704918252439946
475	12	22.10849945524527	3.464099963522766	τ_τ τ_τ τ_τ	2.762620306910927e+28	5016.8523517405065
478	12	16.498402195284136	3.464020944336728	остаток_s от_pr деление_s	2.7788384514698793e+28	717.8234404264193
493	12	15.016271944729713	3.463876252440315	во_pr внимание_s что_conj	1.5164829182310417e+28	429.45401146948916
506	12	13.969209924009478	3.4636359442288853	теорема_s доказать_partcp следствие_s	2.648516779584876e+29	298.736298497202
496	12	13.757990499216422	3.463562523630227	переход_s от_pr базис_s	6.5786398236917116e+28	277.6432364097415
487	12	13.429450245717678	3.46342465521038	приходить_v к_pr равенство_s	6.12875636794476e+28	247.75337256247911
462	12	13.082623599080755	3.463240684456207	бы_adv один_a из_pr	1.0694325133426198e+30	219.68170651588278
428	13	5.770446231947867	3.4631434156770853	виде_pr где_adv <x>	1.1386993605601435e+30	17.425663978138644
513	12	12.451840008353788	3.4627685451011243	если_conj ряд_s расходиться_v	9.656063205599252e+28	176.51933875424447
464	12	12.012783691957733	3.4622943490977205	то есть_adv для_pr	3.836375838319827e+29	151.58221693750056
467	12	11.075531605631612	3.4606409220985794	число_s от_pr до_pr	1.1090218546891724e+29	109.48895502068537
477	12	10.892911776118929	3.4601739258349773	при_pr деление_s на_pr	5.136993545673e+28	102.76013774355238
468	12	10.553503551082322	3.4591321553303613	с_pr вершина_s в_pr	1.6735589376968733e+28	91.32882595273544
100	33	2.437692282909836	3.4585524657894897	что_conj если_conj <x>	4.779221306394905e+30	5.482564796175438
515	12	10.093232016438776	3.457264628667245	функция_s определить_partcp на_pr	4.271420404711935e+28	77.8207790602146
463	12	9.84983592936728	3.4560081547861987	если_conj известно_adv что_conj	9.987258616171662e+28	71.49949070660368
500	12	9.720207172105992	3.4552472711984694	прямой_a на_pr плоскость_s	9.69632121947745e+29	68.34334801762569
519	12	9.662631317274064	3.4548867613830905	определение_s вектор_s называться_v	6.355057139905065e+28	66.98613267802328
432	13	5.67702609523648	3.4536168377516567	что_conj доказать_v что_conj	1.0237976072592127e+31	16.82410149353245
514	12	9.193536468761655	3.4513460393550397	тогда_adv для_pr любой_a	7.366225863198598e+29	56.87662038064879
479	12	8.852463490505075	3.44794414862592	для_pr каждый_a из_pr	3.197127846509545e+29	50.48576036966993
473	12	8.837444740810392	3.4477750675460115	что_conj при_pr выполняться_v	2.015051288351486e+29	50.221196680327736
516	12	8.1633729442109	3.438051467520854	теорема_s если_conj функция_s	1.4086879777584569e+29	39.64629343228811
491	12	8.112829210304524	3.4371226449249646	приводить_v к_pr <x>	3.0546397584752756e+30	38.94732694585689
520	12	8.024683974855783	3.4354228974718803	доказать_partcp л_sв_pr <x>	6.694227566126977e+29	37.756841188787305
510	12	7.810266440284093	3.430827551875314	<x> стремиться_v к_pr	3.9398243070714904e+28	35.005902724354605
494	12	7.745905513759012	3.4293095340042137	такой_a что_conj для_pr	1.3193255014031634e+30	34.21856514175529
489	12	7.7343175870507945	3.429028953861128	перейти_v к_pr <x>	3.061731356405395e+30	34.07862811177127
351	15	4.217474603145446	3.424135696290521	<x> один_a из_pr	1.10793280547912e+30	10.058293499097415
472	12	7.33329438389101	3.4177901272617612	<x> иметь_v место_s	1.1141495001032234e+30	29.559449070786055
488	12	7.238360092388383	3.41464016974764	<x> приходить_v к_pr	1.3030451873763286e+29	28.576356476513585
505	12	7.135438782033317	3.4109826989868894	пример_s решить_v <x>	1.340367796524056e+29	27.54547244836571
392	14	4.608211252022045	3.4109119262359506	<x> показать_v что_conj	5.687302772355824e+29	11.472434011813883
474	12	7.0959786445187065	3.409509755309788	уравнение_s доказать_v что_conj	1.02043397634879e+31	27.159595898004834
369	15	4.089616675781193	3.3825409259279446	определить_partcp в_pr <x>	1.357568583045157e+32	9.505432040546513
501	12	6.21538978335939	3.3635910879066655	<x> лежать_partcp на_pr	5.802272688335032e+28	19.746618194959737
518	12	6.121071819079495	3.35680053655686	е_s найти_v <x>	1.3251934967792384e+30	19.07299099385132
310	17	3.5145145738906343	3.3452663982444575	теорема_s для_pr <x>	1.1156596146749992e+31	7.70190252526544
521	12	5.90013887691748	3.3390436003980404	действовать_partcp в_pr <x>	1.3562517722505821e+32	17.57363639570374
396	14	4.286684356405626	3.3283405164324673	точка_s являться_v <x>	2.842742567741391e+30	10.014244591853677
480	12	5.748331883169854	3.3251671515097727	<x> иметь_v корень_s	1.0191780449586194e+30	16.603658743060215
558	11	19.334022941289824	3.3166139706561757	принимать_v во_pr внимание_s	1.9207760614526493e+28	1836.2656199451114
553	11	15.747567739927597	3.316494819558514	интегрирование_s по_pr часть_s	2.0973335373287762e+28	529.7910334050201
543	11	15.46414628155195	3.316466605776723	с_pr точность_s до_pr	1.3008061087199944e+28	480.22164256425106
533	11	12.829933092553894	3.315642722882558	для_pr любой_a натуральный_a	2.3662414049646384e+29	192.6838142698833
429	13	4.744330760818287	3.3155329134313942	многочлен_s с_pr <x>	7.865403713178851e+30	11.690320931432824
485	12	5.646778908281533	3.315034968996882	предположить_v что_conj <x>	9.038360973945973e+30	15.9806038342522
576	11	12.055695769585055	3.314945174425495	к_pr заключение_s что_conj	1.2282745958137334e+28	147.3056920802337
529	11	11.913658788027409	3.314771397959405	представлять_v себ <x>	3.654580712449497e+28	140.22261618828404
567	11	11.901401382967023	3.3147555841097502	если_conj найтись_v такой_a	5.802272688335032e+28	139.62753482322788
571	11	10.82012373893289	3.3126697198674457	ряд_s сходиться_v если_conj	1.2302376253513767e+29	95.92884052708595
546	11	10.709300289521224	3.312353929616804	<x> с помощью_pr	1.3791245763676942e+29	92.30541976373969
537	11	9.809710284205673	3.3086573469755454	каждый_a из_pr который_a	2.4353492460220022e+29	67.50570406564815
545	11	9.700362888017311	3.3080299892291	каждый_a из_pr он	4.244527388286963e+29	64.98299045523251
574	11	9.43758711062938	3.306312877761142	функция_s дифференцировать_partcp в_pr	6.571231691584665e+28	59.295605513259936
528	11	8.86715039174223	3.3013118783737645	вектор_s на_pr плоскость_s	9.833059661722637e+29	48.58540560589484
539	11	8.617839953219821	3.2984232682925643	<x> отличный_a от_pr	3.8301628725534217e+28	44.52466940811708
544	11	8.573869168726352	3.2978599777581965	определение_s число_s называться_v	1.9422569619274865e+29	43.843808051572104
570	11	8.502127362824092	3.296903257518882	функция_s непрерывный_a в_pr	1.2732743890165194e+29	42.754717521354586
409	14	4.16588766744831	3.2922434264228158	<x> множество_s если_conj	1.9717433271150785e+29	9.499498283736182
394	14	4.156687827317054	3.289368427076284	<x> на_pr отрезок_s	3.8888328064128853e+30	9.460988945757057
476	12	5.414692182977188	3.2890179835128595	<x> тогда_adv только_part	6.839208763931345e+29	14.629813388072147
531	11	8.006169684668809	3.288812368715224	равенство_s доказать_v что_conj	1.019327279156094e+31	35.91433803420679
